,NumberOfInstances,NumberOfFeatures,NumberOfMissingValues,PercentageOfMissingValues,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,NumberOfBinaryFeatures,NumberOfClasses,NumberOfSymbolicFeatures,SkewnessMin,SkewnessMax,SkewnessMean,KurtosisMin,KurtosisMax,KurtosisMean
3225,89.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3226,74.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3227,85.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3228,17.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3229,636.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3230,560.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3231,1671.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3232,88.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3233,106.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3234,645.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3235,73.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3236,34.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3237,49.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3238,11.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3239,1211.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3240,30.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3241,80.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3242,33.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3243,199.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3244,10.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3245,125.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3246,656.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3247,162.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3248,24.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3249,740.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3250,17.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3251,2756.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3252,12.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3253,29.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3254,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3255,624.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3256,213.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3257,411.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3258,32.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3259,1584.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3260,61.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3261,25.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3262,1842.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3263,14.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3264,38.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3265,1004.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3266,52.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3267,152.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3268,34.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3269,74.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3270,127.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3271,64.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3272,38.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3273,78.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3274,31.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3275,887.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3276,36.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3277,5766.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3278,2076.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3279,1541.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3280,48.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3281,547.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3282,213.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3283,819.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3284,35.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3285,83.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3286,1648.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3287,59.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3288,116.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3289,11.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3290,182.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3291,117.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3292,157.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3293,891.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3294,605.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3295,30.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3296,705.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3297,101.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3298,285.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3299,37.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3300,157.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3301,111.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3302,391.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3303,27.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3304,81.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3305,878.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3306,625.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3307,1748.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3308,1862.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3309,622.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3311,101.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3312,541.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3313,12.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3314,10.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3315,2055.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3316,1023.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3317,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3318,5354.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3319,44.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3320,14.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3321,74.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3322,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3323,678.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3324,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3325,10.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3326,46.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3327,81.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3328,360.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3329,65.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3330,526.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3331,30.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3332,15.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3333,248.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3334,1524.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3335,742.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3336,98.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3337,1953.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3338,116.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3339,34.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3340,17.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3341,80.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3342,715.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3343,4378.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3344,1058.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3345,51.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3346,396.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3347,18.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3348,53.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3349,1135.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3350,412.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3351,73.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3352,183.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3353,2243.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3354,1171.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3355,62.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3356,14.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3357,42.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3358,683.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3359,600.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3360,203.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3361,150.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3362,33.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3363,3048.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3364,955.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3365,89.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3366,66.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3367,44.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3368,4081.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3370,23.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3372,1627.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3373,138.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3374,68.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3375,712.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3376,22.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3377,58.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3378,842.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3379,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3380,399.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3381,276.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3382,79.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3383,134.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3385,28.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3386,24.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3387,41.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3388,147.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3389,50.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3390,77.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3391,83.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3392,88.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3393,631.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3394,1024.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3395,13.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3396,614.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3397,226.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3398,273.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3399,123.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3400,70.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3401,233.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3402,843.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3403,272.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3404,50.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3405,80.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3406,129.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3407,44.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3408,17.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3409,32.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3410,101.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3411,25.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3412,969.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3413,690.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3414,1171.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3415,475.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3416,21.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3417,163.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3418,13.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3419,882.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3420,471.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3421,68.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3422,26.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3423,276.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3424,172.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3425,449.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3426,121.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3427,4103.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3428,407.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3429,61.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3430,639.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3431,74.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3432,413.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3433,1261.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3434,98.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3435,19.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3436,37.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3437,32.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3438,62.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3439,948.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3440,675.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3441,167.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3442,11.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3443,43.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3444,763.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3445,543.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3447,81.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3448,21.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3449,669.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3450,906.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3451,11.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3452,941.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3453,14.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3454,59.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3455,998.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
3456,289.0,1026.0,0.0,0.0,0.0,0.0,,,1025.0,,,,,,,,0.0,0.0,1.0,,,,,,
